fill,colour,x,y,density,group,level,piece,PANEL,xmin,xmax,ymin,ymax
#132B43,#132B43,0.393939393939394,0.578369905956113,1.10381315392269e-05,1,1,1,1,0.378787878787879,0.409090909090909,0.56269592476489,0.594043887147335
#132B43,#132B43,0.424242424242424,0.578369905956113,1.3629288824608e-05,1,1,1,1,0.409090909090909,0.439393939393939,0.56269592476489,0.594043887147335
#132B43,#132B43,0.454545454545455,0.578369905956113,1.48389451374842e-05,1,1,1,1,0.43939393939394,0.46969696969697,0.56269592476489,0.594043887147335
#132B43,#132B43,0.484848484848485,0.578369905956113,1.53506813971865e-05,1,1,1,1,0.46969696969697,0.5,0.56269592476489,0.594043887147335
#132C44,#132C44,0.515151515151515,0.578369905956113,1.72858814253174e-05,1,1,1,1,0.5,0.53030303030303,0.56269592476489,0.594043887147335
#132C45,#132C45,0.545454545454546,0.578369905956113,2.12126833781147e-05,1,1,1,1,0.53030303030303,0.560606060606061,0.56269592476489,0.594043887147335
#142D45,#142D45,0.575757575757576,0.578369905956113,2.3598411414324e-05,1,1,1,1,0.560606060606061,0.590909090909091,0.56269592476489,0.594043887147335
#132C45,#132C45,0.606060606060606,0.578369905956113,2.09407633280969e-05,1,1,1,1,0.590909090909091,0.621212121212121,0.56269592476489,0.594043887147335
#132B43,#132B43,0.636363636363637,0.578369905956113,1.45502163792315e-05,1,1,1,1,0.621212121212121,0.651515151515152,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.666666666666667,0.578369905956113,8.19708634158982e-06,1,1,1,1,0.651515151515152,0.681818181818182,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.696969696969697,0.578369905956113,3.97190982337167e-06,1,1,1,1,0.681818181818182,0.712121212121212,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.727272727272727,0.578369905956113,1.96192932450349e-06,1,1,1,1,0.712121212121212,0.742424242424243,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.757575757575758,0.578369905956113,1.37800828428879e-06,1,1,1,1,0.742424242424243,0.772727272727273,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.787878787878788,0.578369905956113,1.28495318975508e-06,1,1,1,1,0.772727272727273,0.803030303030303,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.818181818181818,0.578369905956113,1.13773852386729e-06,1,1,1,1,0.803030303030303,0.833333333333333,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.848484848484849,0.578369905956113,8.49651487552248e-07,1,1,1,1,0.833333333333334,0.863636363636364,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.878787878787879,0.578369905956113,5.14006632162993e-07,1,1,1,1,0.863636363636364,0.893939393939394,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.909090909090909,0.578369905956113,2.3872004801726e-07,1,1,1,1,0.893939393939394,0.924242424242424,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.93939393939394,0.578369905956113,8.0872216304195e-08,1,1,1,1,0.924242424242424,0.954545454545455,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.0606060606060605,0.609717868338558,1.30256605738162e-15,1,1,1,1,0.0454545454545455,0.0757575757575756,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.0909090909090909,0.609717868338558,6.15767547596577e-14,1,1,1,1,0.0757575757575758,0.106060606060606,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.121212121212121,0.609717868338558,2.0050829662073e-12,1,1,1,1,0.106060606060606,0.136363636363636,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.151515151515151,0.609717868338558,4.50437737870626e-11,1,1,1,1,0.136363636363636,0.166666666666667,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.181818181818182,0.609717868338558,6.9939261764148e-10,1,1,1,1,0.166666666666667,0.196969696969697,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.212121212121212,0.609717868338558,7.52285067583587e-09,1,1,1,1,0.196969696969697,0.227272727272727,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.242424242424242,0.609717868338558,5.62343566556279e-08,1,1,1,1,0.227272727272727,0.257575757575758,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.272727272727273,0.609717868338558,2.93623806005051e-07,1,1,1,1,0.257575757575758,0.287878787878788,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.303030303030303,0.609717868338558,1.08072704319175e-06,1,1,1,1,0.287878787878788,0.318181818181818,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.333333333333333,0.609717868338558,2.85260514805336e-06,1,1,1,1,0.318181818181818,0.348484848484848,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.363636363636364,0.609717868338558,5.57061005495848e-06,1,1,1,1,0.348484848484849,0.378787878787879,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.393939393939394,0.609717868338558,8.45042949821795e-06,1,1,1,1,0.378787878787879,0.409090909090909,0.594043887147335,0.625391849529781
#132B43,#132B43,0.424242424242424,0.609717868338558,1.056143433624e-05,1,1,1,1,0.409090909090909,0.439393939393939,0.594043887147335,0.625391849529781
#132B43,#132B43,0.454545454545455,0.609717868338558,1.1559470399748e-05,1,1,1,1,0.43939393939394,0.46969696969697,0.594043887147335,0.625391849529781
#132B43,#132B43,0.484848484848485,0.609717868338558,1.22530961463854e-05,1,1,1,1,0.46969696969697,0.5,0.594043887147335,0.625391849529781
#132B43,#132B43,0.515151515151515,0.609717868338558,1.44815564422069e-05,1,1,1,1,0.5,0.53030303030303,0.594043887147335,0.625391849529781
#132C44,#132C44,0.545454545454546,0.609717868338558,1.84590853431766e-05,1,1,1,1,0.53030303030303,0.560606060606061,0.594043887147335,0.625391849529781
#132C45,#132C45,0.575757575757576,0.609717868338558,2.07782236479075e-05,1,1,1,1,0.560606060606061,0.590909090909091,0.594043887147335,0.625391849529781
#132C44,#132C44,0.606060606060606,0.609717868338558,1.8334092245705e-05,1,1,1,1,0.590909090909091,0.621212121212121,0.594043887147335,0.625391849529781
#132B43,#132B43,0.636363636363637,0.609717868338558,1.26019312847711e-05,1,1,1,1,0.621212121212121,0.651515151515152,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.666666666666667,0.609717868338558,7.15414728213954e-06,1,1,1,1,0.651515151515152,0.681818181818182,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.696969696969697,0.609717868338558,3.82527294321395e-06,1,1,1,1,0.681818181818182,0.712121212121212,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.727272727272727,0.609717868338558,2.63009819935662e-06,1,1,1,1,0.712121212121212,0.742424242424243,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.757575757575758,0.609717868338558,2.71173845455343e-06,1,1,1,1,0.742424242424243,0.772727272727273,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.787878787878788,0.609717868338558,2.94044503791849e-06,1,1,1,1,0.772727272727273,0.803030303030303,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.818181818181818,0.609717868338558,2.68993726488668e-06,1,1,1,1,0.803030303030303,0.833333333333333,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.848484848484849,0.609717868338558,2.01920354786411e-06,1,1,1,1,0.833333333333334,0.863636363636364,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.878787878787879,0.609717868338558,1.22594538955856e-06,1,1,1,1,0.863636363636364,0.893939393939394,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.909090909090909,0.609717868338558,5.76353028800827e-07,1,1,1,1,0.893939393939394,0.924242424242424,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.93939393939394,0.609717868338558,2.00823264386627e-07,1,1,1,1,0.924242424242424,0.954545454545455,0.594043887147335,0.625391849529781
#FFFFFF,#FFFFFF,0.0606060606060605,0.641065830721003,4.32419409828578e-16,1,1,1,1,0.0454545454545455,0.0757575757575756,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.0909090909090909,0.641065830721003,2.1785261851871e-14,1,1,1,1,0.0757575757575758,0.106060606060606,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.121212121212121,0.641065830721003,7.56829605058928e-13,1,1,1,1,0.106060606060606,0.136363636363636,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.151515151515151,0.641065830721003,1.81391192364528e-11,1,1,1,1,0.136363636363636,0.166666666666667,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.181818181818182,0.641065830721003,3.00140335902122e-10,1,1,1,1,0.166666666666667,0.196969696969697,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.212121212121212,0.641065830721003,3.43296891292558e-09,1,1,1,1,0.196969696969697,0.227272727272727,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.242424242424242,0.641065830721003,2.72085779561899e-08,1,1,1,1,0.227272727272727,0.257575757575758,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.272727272727273,0.641065830721003,1.50147623741439e-07,1,1,1,1,0.257575757575758,0.287878787878788,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.303030303030303,0.641065830721003,5.82439545962206e-07,1,1,1,1,0.287878787878788,0.318181818181818,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.333333333333333,0.641065830721003,1.61771335662029e-06,1,1,1,1,0.318181818181818,0.348484848484848,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.363636363636364,0.641065830721003,3.32434385957143e-06,1,1,1,1,0.348484848484849,0.378787878787879,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.393939393939394,0.641065830721003,5.31038617359665e-06,1,1,1,1,0.378787878787879,0.409090909090909,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.424242424242424,0.641065830721003,6.99084267143736e-06,1,1,1,1,0.409090909090909,0.439393939393939,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.454545454545455,0.641065830721003,8.1027915314477e-06,1,1,1,1,0.43939393939394,0.46969696969697,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.484848484848485,0.641065830721003,9.28693361861497e-06,1,1,1,1,0.46969696969697,0.5,0.625391849529781,0.656739811912226
#132B43,#132B43,0.515151515151515,0.641065830721003,1.20166924905109e-05,1,1,1,1,0.5,0.53030303030303,0.625391849529781,0.656739811912226
#132B44,#132B44,0.545454545454546,0.641065830721003,1.62923651229748e-05,1,1,1,1,0.53030303030303,0.560606060606061,0.625391849529781,0.656739811912226
#132C44,#132C44,0.575757575757576,0.641065830721003,1.88859049128591e-05,1,1,1,1,0.560606060606061,0.590909090909091,0.625391849529781,0.656739811912226
#132B44,#132B44,0.606060606060606,0.641065830721003,1.68874790257694e-05,1,1,1,1,0.590909090909091,0.621212121212121,0.625391849529781,0.656739811912226
#132B43,#132B43,0.636363636363637,0.641065830721003,1.17105518704288e-05,1,1,1,1,0.621212121212121,0.651515151515152,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.666666666666667,0.641065830721003,6.83749953687745e-06,1,1,1,1,0.651515151515152,0.681818181818182,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.696969696969697,0.641065830721003,4.17850030322932e-06,1,1,1,1,0.681818181818182,0.712121212121212,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.727272727272727,0.641065830721003,3.83557182783036e-06,1,1,1,1,0.712121212121212,0.742424242424243,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.757575757575758,0.641065830721003,4.7235346807473e-06,1,1,1,1,0.742424242424243,0.772727272727273,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.787878787878788,0.641065830721003,5.23835181714141e-06,1,1,1,1,0.772727272727273,0.803030303030303,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.818181818181818,0.641065830721003,4.62071268517899e-06,1,1,1,1,0.803030303030303,0.833333333333333,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.848484848484849,0.641065830721003,3.30347189112246e-06,1,1,1,1,0.833333333333334,0.863636363636364,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.878787878787879,0.641065830721003,1.95972666987338e-06,1,1,1,1,0.863636363636364,0.893939393939394,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.909090909090909,0.641065830721003,9.50176102088459e-07,1,1,1,1,0.893939393939394,0.924242424242424,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.93939393939394,0.641065830721003,3.64554564919755e-07,1,1,1,1,0.924242424242424,0.954545454545455,0.625391849529781,0.656739811912226
#FFFFFF,#FFFFFF,0.0606060606060605,0.672413793103448,1.21672786805996e-16,1,1,1,1,0.0454545454545455,0.0757575757575756,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.0909090909090909,0.672413793103448,6.45553463250773e-15,1,1,1,1,0.0757575757575758,0.106060606060606,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.121212121212121,0.672413793103448,2.35012315016901e-13,1,1,1,1,0.106060606060606,0.136363636363636,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.151515151515151,0.672413793103448,5.87185808281111e-12,1,1,1,1,0.136363636363636,0.166666666666667,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.181818181818182,0.672413793103448,1.00775739780697e-10,1,1,1,1,0.166666666666667,0.196969696969697,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.212121212121212,0.672413793103448,1.19037465268266e-09,1,1,1,1,0.196969696969697,0.227272727272727,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.242424242424242,0.672413793103448,9.71723210295139e-09,1,1,1,1,0.227272727272727,0.257575757575758,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.272727272727273,0.672413793103448,5.52767819544738e-08,1,1,1,1,0.257575757575758,0.287878787878788,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.303030303030303,0.672413793103448,2.2270582469844e-07,1,1,1,1,0.287878787878788,0.318181818181818,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.333333333333333,0.672413793103448,6.54374760541617e-07,1,1,1,1,0.318181818181818,0.348484848484848,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.363636363636364,0.672413793103448,1.46645429095392e-06,1,1,1,1,0.348484848484849,0.378787878787879,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.393939393939394,0.672413793103448,2.63679528509538e-06,1,1,1,1,0.378787878787879,0.409090909090909,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.424242424242424,0.672413793103448,3.95770946561727e-06,1,1,1,1,0.409090909090909,0.439393939393939,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.454545454545455,0.672413793103448,5.20321925535787e-06,1,1,1,1,0.43939393939394,0.46969696969697,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.484848484848485,0.672413793103448,6.78581077007418e-06,1,1,1,1,0.46969696969697,0.5,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.515151515151515,0.672413793103448,9.91148118371725e-06,1,1,1,1,0.5,0.53030303030303,0.656739811912226,0.688087774294671
#132B43,#132B43,0.545454545454546,0.672413793103448,1.44983225832621e-05,1,1,1,1,0.53030303030303,0.560606060606061,0.656739811912226,0.688087774294671
#132C44,#132C44,0.575757575757576,0.672413793103448,1.74965145118382e-05,1,1,1,1,0.560606060606061,0.590909090909091,0.656739811912226,0.688087774294671
#132B44,#132B44,0.606060606060606,0.672413793103448,1.6091799530098e-05,1,1,1,1,0.590909090909091,0.621212121212121,0.656739811912226,0.688087774294671
#132B43,#132B43,0.636363636363637,0.672413793103448,1.15229186739993e-05,1,1,1,1,0.621212121212121,0.651515151515152,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.666666666666667,0.672413793103448,7.19112192521652e-06,1,1,1,1,0.651515151515152,0.681818181818182,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.696969696969697,0.672413793103448,5.24907509921283e-06,1,1,1,1,0.681818181818182,0.712121212121212,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.727272727272727,0.672413793103448,5.99618201253508e-06,1,1,1,1,0.712121212121212,0.742424242424243,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.757575757575758,0.672413793103448,7.93783837737434e-06,1,1,1,1,0.742424242424243,0.772727272727273,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.787878787878788,0.672413793103448,8.66837856788411e-06,1,1,1,1,0.772727272727273,0.803030303030303,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.818181818181818,0.672413793103448,7.28545598874852e-06,1,1,1,1,0.803030303030303,0.833333333333333,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.848484848484849,0.672413793103448,4.95103560073064e-06,1,1,1,1,0.833333333333334,0.863636363636364,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.878787878787879,0.672413793103448,2.93009212696184e-06,1,1,1,1,0.863636363636364,0.893939393939394,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.909090909090909,0.672413793103448,1.54843223980166e-06,1,1,1,1,0.893939393939394,0.924242424242424,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.93939393939394,0.672413793103448,6.98662327570711e-07,1,1,1,1,0.924242424242424,0.954545454545455,0.656739811912226,0.688087774294671
#FFFFFF,#FFFFFF,0.0606060606060605,0.703761755485893,2.5419605926907e-17,1,1,1,1,0.0454545454545455,0.0757575757575756,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.0909090909090909,0.703761755485893,1.37876066632485e-15,1,1,1,1,0.0757575757575758,0.106060606060606,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.121212121212121,0.703761755485893,5.11218374427953e-14,1,1,1,1,0.106060606060606,0.136363636363636,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.151515151515151,0.703761755485893,1.29733764835312e-12,1,1,1,1,0.136363636363636,0.166666666666667,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.181818181818182,0.703761755485893,2.25937018579165e-11,1,1,1,1,0.166666666666667,0.196969696969697,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.212121212121212,0.703761755485893,2.71554597543707e-10,1,1,1,1,0.196969696969697,0.227272727272727,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.242424242424242,0.703761755485893,2.27879589143736e-09,1,1,1,1,0.227272727272727,0.257575757575758,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.272727272727273,0.703761755485893,1.3656196496821e-08,1,1,1,1,0.257575757575758,0.287878787878788,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.303030303030303,0.703761755485893,6.072042165355e-08,1,1,1,1,0.287878787878788,0.318181818181818,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.333333333333333,0.703761755485893,2.10342236927209e-07,1,1,1,1,0.318181818181818,0.348484848484848,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.363636363636364,0.703761755485893,5.87628647809799e-07,1,1,1,1,0.348484848484849,0.378787878787879,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.393939393939394,0.703761755485893,1.32068884641711e-06,1,1,1,1,0.378787878787879,0.409090909090909,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.424242424242424,0.703761755485893,2.35121823323331e-06,1,1,1,1,0.409090909090909,0.439393939393939,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.454545454545455,0.703761755485893,3.46660089195278e-06,1,1,1,1,0.43939393939394,0.46969696969697,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.484848484848485,0.703761755485893,5.01554962070503e-06,1,1,1,1,0.46969696969697,0.5,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.515151515151515,0.703761755485893,8.10077301479692e-06,1,1,1,1,0.5,0.53030303030303,0.688087774294671,0.719435736677116
#132B43,#132B43,0.545454545454546,0.703761755485893,1.25643802783973e-05,1,1,1,1,0.53030303030303,0.560606060606061,0.688087774294671,0.719435736677116
#132B43,#132B43,0.575757575757576,0.703761755485893,1.55165177283369e-05,1,1,1,1,0.560606060606061,0.590909090909091,0.688087774294671,0.719435736677116
#132B43,#132B43,0.606060606060606,0.703761755485893,1.44176617390465e-05,1,1,1,1,0.590909090909091,0.621212121212121,0.688087774294671,0.719435736677116
#132B43,#132B43,0.636363636363637,0.703761755485893,1.05348240046824e-05,1,1,1,1,0.621212121212121,0.651515151515152,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.666666666666667,0.703761755485893,7.14084687752758e-06,1,1,1,1,0.651515151515152,0.681818181818182,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.696969696969697,0.703761755485893,6.39266998013042e-06,1,1,1,1,0.681818181818182,0.712121212121212,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.727272727272727,0.703761755485893,8.59956896275153e-06,1,1,1,1,0.712121212121212,0.742424242424243,0.688087774294671,0.719435736677116
#132B43,#132B43,0.757575757575758,0.703761755485893,1.18607679902969e-05,1,1,1,1,0.742424242424243,0.772727272727273,0.688087774294671,0.719435736677116
#132B43,#132B43,0.787878787878788,0.703761755485893,1.30607715536131e-05,1,1,1,1,0.772727272727273,0.803030303030303,0.688087774294671,0.719435736677116
#132B43,#132B43,0.818181818181818,0.703761755485893,1.11332157510407e-05,1,1,1,1,0.803030303030303,0.833333333333333,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.848484848484849,0.703761755485893,7.81834939539625e-06,1,1,1,1,0.833333333333334,0.863636363636364,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.878787878787879,0.703761755485893,4.89904184090457e-06,1,1,1,1,0.863636363636364,0.893939393939394,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.909090909090909,0.703761755485893,2.78948055876927e-06,1,1,1,1,0.893939393939394,0.924242424242424,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.93939393939394,0.703761755485893,1.36342819374573e-06,1,1,1,1,0.924242424242424,0.954545454545455,0.688087774294671,0.719435736677116
#FFFFFF,#FFFFFF,0.0606060606060605,0.735109717868339,3.34447264879573e-18,1,1,1,1,0.0454545454545455,0.0757575757575756,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.0909090909090909,0.735109717868339,1.82817057505743e-16,1,1,1,1,0.0757575757575758,0.106060606060606,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.121212121212121,0.735109717868339,6.84285375651267e-15,1,1,1,1,0.106060606060606,0.136363636363636,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.151515151515151,0.735109717868339,1.76440710941984e-13,1,1,1,1,0.136363636363636,0.166666666666667,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.181818181818182,0.735109717868339,3.17462380689028e-12,1,1,1,1,0.166666666666667,0.196969696969697,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.212121212121212,0.735109717868339,4.08931987486393e-11,1,1,1,1,0.196969696969697,0.227272727272727,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.242424242424242,0.735109717868339,3.93805056547445e-10,1,1,1,1,0.227272727272727,0.257575757575758,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.272727272727273,0.735109717868339,2.98610501536622e-09,1,1,1,1,0.257575757575758,0.287878787878788,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.303030303030303,0.735109717868339,1.83203372207584e-08,1,1,1,1,0.287878787878788,0.318181818181818,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.333333333333333,0.735109717868339,8.89469044894065e-08,1,1,1,1,0.318181818181818,0.348484848484848,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.363636363636364,0.735109717868339,3.25339092333435e-07,1,1,1,1,0.348484848484849,0.378787878787879,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.393939393939394,0.735109717868339,8.63326763208419e-07,1,1,1,1,0.378787878787879,0.409090909090909,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.424242424242424,0.735109717868339,1.66175859851771e-06,1,1,1,1,0.409090909090909,0.439393939393939,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.454545454545455,0.735109717868339,2.51582955766545e-06,1,1,1,1,0.43939393939394,0.46969696969697,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.484848484848485,0.735109717868339,3.7167937334841e-06,1,1,1,1,0.46969696969697,0.5,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.515151515151515,0.735109717868339,6.21108375143036e-06,1,1,1,1,0.5,0.53030303030303,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.545454545454546,0.735109717868339,9.87555707455625e-06,1,1,1,1,0.53030303030303,0.560606060606061,0.719435736677116,0.750783699059561
#132B43,#132B43,0.575757575757576,0.735109717868339,1.23843613352469e-05,1,1,1,1,0.560606060606061,0.590909090909091,0.719435736677116,0.750783699059561
#132B43,#132B43,0.606060606060606,0.735109717868339,1.1779178763809e-05,1,1,1,1,0.590909090909091,0.621212121212121,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.636363636363637,0.735109717868339,9.12925155641821e-06,1,1,1,1,0.621212121212121,0.651515151515152,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.666666666666667,0.735109717868339,7.05174605159902e-06,1,1,1,1,0.651515151515152,0.681818181818182,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.696969696969697,0.735109717868339,7.36450772064531e-06,1,1,1,1,0.681818181818182,0.712121212121212,0.719435736677116,0.750783699059561
#132B43,#132B43,0.727272727272727,0.735109717868339,1.04136690297584e-05,1,1,1,1,0.712121212121212,0.742424242424243,0.719435736677116,0.750783699059561
#132B43,#132B43,0.757575757575758,0.735109717868339,1.43895596350813e-05,1,1,1,1,0.742424242424243,0.772727272727273,0.719435736677116,0.750783699059561
#132B44,#132B44,0.787878787878788,0.735109717868339,1.61371003781486e-05,1,1,1,1,0.772727272727273,0.803030303030303,0.719435736677116,0.750783699059561
#132B43,#132B43,0.818181818181818,0.735109717868339,1.4422271831214e-05,1,1,1,1,0.803030303030303,0.833333333333333,0.719435736677116,0.750783699059561
#132B43,#132B43,0.848484848484849,0.735109717868339,1.08190232723677e-05,1,1,1,1,0.833333333333334,0.863636363636364,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.878787878787879,0.735109717868339,7.16660505849574e-06,1,1,1,1,0.863636363636364,0.893939393939394,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.909090909090909,0.735109717868339,4.21267823422112e-06,1,1,1,1,0.893939393939394,0.924242424242424,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.93939393939394,0.735109717868339,2.13416024654807e-06,1,1,1,1,0.924242424242424,0.954545454545455,0.719435736677116,0.750783699059561
#FFFFFF,#FFFFFF,0.0606060606060605,0.766457680250784,2.58437354693936e-19,1,1,1,1,0.0454545454545455,0.0757575757575756,0.750783699059561,0.782131661442006
#FFFFFF,#FFFFFF,0.0909090909090909,0.766457680250784,1.44522893491345e-17,1,1,1,1,0.0757575757575758,0.106060606060606,0.750783699059561,0.782131661442006
